Issue Type,Summary,Description,Priority,Labels,Test Steps,Test Data,Expected Result,Status
Test,VWO - A/B Testing: Verify user can view api key - ID_3820,This test case validates the view functionality for the api key component within the A/B Testing module of app.vwo.com.,Medium,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform View action on API Key
4. Verify success message","user_role: admin, component_id: 2756",The api key should be successfully viewed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Heatmaps: Verify user can export segment - ID_3821,This test case validates the export functionality for the segment component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Export action on Segment
4. Verify success message","user_role: admin, component_id: 2871",The segment should be successfully exported and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Account Settings: Verify user can delete user role - ID_3822,This test case validates the delete functionality for the user role component within the Account Settings module of app.vwo.com.,Critical,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 7501",The user role should be successfully deleteed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Integrations: Verify user can search api key - ID_3823,This test case validates the search functionality for the api key component within the Integrations module of app.vwo.com.,High,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Search action on API Key
4. Verify success message","user_role: admin, component_id: 7628",The api key should be successfully searched and reflected in the Integrations dashboard.,To Do
Test,VWO - A/B Testing: Verify user can delete user role - ID_3824,This test case validates the delete functionality for the user role component within the A/B Testing module of app.vwo.com.,Critical,"vwo,automated,a/b_testing","1. Log in to app.vwo.com
2. Navigate to A/B Testing
3. Perform Delete action on User Role
4. Verify success message","user_role: admin, component_id: 3519",The user role should be successfully deleteed and reflected in the A/B Testing dashboard.,To Do
Test,VWO - Login: Verify user can edit dashboard widget - ID_3825,This test case validates the edit functionality for the dashboard widget component within the Login module of app.vwo.com.,Medium,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Edit action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 6497",The dashboard widget should be successfully edited and reflected in the Login dashboard.,To Do
Test,VWO - Signup: Verify user can view variation - ID_3826,This test case validates the view functionality for the variation component within the Signup module of app.vwo.com.,High,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform View action on Variation
4. Verify success message","user_role: admin, component_id: 7198",The variation should be successfully viewed and reflected in the Signup dashboard.,To Do
Test,VWO - Integrations: Verify user can delete goal - ID_3827,This test case validates the delete functionality for the goal component within the Integrations module of app.vwo.com.,Low,"vwo,automated,integrations","1. Log in to app.vwo.com
2. Navigate to Integrations
3. Perform Delete action on Goal
4. Verify success message","user_role: admin, component_id: 8285",The goal should be successfully deleteed and reflected in the Integrations dashboard.,To Do
Test,VWO - Account Settings: Verify user can view segment - ID_3828,This test case validates the view functionality for the segment component within the Account Settings module of app.vwo.com.,Low,"vwo,automated,account_settings","1. Log in to app.vwo.com
2. Navigate to Account Settings
3. Perform View action on Segment
4. Verify success message","user_role: admin, component_id: 3036",The segment should be successfully viewed and reflected in the Account Settings dashboard.,To Do
Test,VWO - Signup: Verify user can toggle goal - ID_3829,This test case validates the toggle functionality for the goal component within the Signup module of app.vwo.com.,Low,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Toggle action on Goal
4. Verify success message","user_role: admin, component_id: 6678",The goal should be successfully toggleed and reflected in the Signup dashboard.,To Do
Test,VWO - Heatmaps: Verify user can search dashboard widget - ID_3830,This test case validates the search functionality for the dashboard widget component within the Heatmaps module of app.vwo.com.,High,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Search action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 8378",The dashboard widget should be successfully searched and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Login: Verify user can search api key - ID_3831,This test case validates the search functionality for the api key component within the Login module of app.vwo.com.,Low,"vwo,automated,login","1. Log in to app.vwo.com
2. Navigate to Login
3. Perform Search action on API Key
4. Verify success message","user_role: admin, component_id: 8287",The api key should be successfully searched and reflected in the Login dashboard.,To Do
Test,VWO - Heatmaps: Verify user can export dashboard widget - ID_3832,This test case validates the export functionality for the dashboard widget component within the Heatmaps module of app.vwo.com.,Critical,"vwo,automated,heatmaps","1. Log in to app.vwo.com
2. Navigate to Heatmaps
3. Perform Export action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 5803",The dashboard widget should be successfully exported and reflected in the Heatmaps dashboard.,To Do
Test,VWO - Funnel Analysis: Verify user can toggle dashboard widget - ID_3833,This test case validates the toggle functionality for the dashboard widget component within the Funnel Analysis module of app.vwo.com.,Medium,"vwo,automated,funnel_analysis","1. Log in to app.vwo.com
2. Navigate to Funnel Analysis
3. Perform Toggle action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 1543",The dashboard widget should be successfully toggleed and reflected in the Funnel Analysis dashboard.,To Do
Test,VWO - Surveys: Verify user can edit snapshot - ID_3834,This test case validates the edit functionality for the snapshot component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Edit action on Snapshot
4. Verify success message","user_role: admin, component_id: 4660",The snapshot should be successfully edited and reflected in the Surveys dashboard.,To Do
Test,VWO - Surveys: Verify user can view segment - ID_3835,This test case validates the view functionality for the segment component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform View action on Segment
4. Verify success message","user_role: admin, component_id: 5638",The segment should be successfully viewed and reflected in the Surveys dashboard.,To Do
Test,VWO - Surveys: Verify user can create campaign - ID_3836,This test case validates the create functionality for the campaign component within the Surveys module of app.vwo.com.,Low,"vwo,automated,surveys","1. Log in to app.vwo.com
2. Navigate to Surveys
3. Perform Create action on Campaign
4. Verify success message","user_role: admin, component_id: 3120",The campaign should be successfully createed and reflected in the Surveys dashboard.,To Do
Test,VWO - Signup: Verify user can toggle dashboard widget - ID_3837,This test case validates the toggle functionality for the dashboard widget component within the Signup module of app.vwo.com.,Critical,"vwo,automated,signup","1. Log in to app.vwo.com
2. Navigate to Signup
3. Perform Toggle action on Dashboard Widget
4. Verify success message","user_role: admin, component_id: 9187",The dashboard widget should be successfully toggleed and reflected in the Signup dashboard.,To Do
